freq,"dB(S(1,1))","dB(S(2,1))","dB(S(3,3))","dB(S(4,3))","dB(S(5,5))","dB(S(6,5))","dB(S(7,7))","dB(S(8,7))","dB(S(9,9))","dB(S(10,9))","dB(S(11,11))","dB(S(12,11))"
4.91E+10,-13.06169582,-1.880314632,-9.866437424,-1.623365994,-13.79824455,-1.217079243,-19.31912998,-1.068542548,-23.40755458,-0.996811135,-9.148939949,-1.378286008
4.92E+10,-12.3800679,-1.874577875,-9.652035393,-1.632270051,-13.37885717,-1.231028513,-18.56890543,-1.07681634,-22.12550629,-0.993586812,-9.062697269,-1.392312457
4.93E+10,-12.13433326,-1.871945842,-9.4453317,-1.644512427,-13.00903027,-1.252649463,-17.88823022,-1.084746613,-20.93812965,-0.997917045,-8.978261971,-1.406337871
4.94E+10,-11.7774393,-1.87417683,-9.247941795,-1.659306826,-12.66110091,-1.275845215,-17.28394101,-1.09224856,-19.87937653,-1.005810686,-8.895640082,-1.420350609
4.95E+10,-11.1928242,-1.897844655,-9.061010424,-1.676344759,-12.33440736,-1.292312131,-16.7587735,-1.099242039,-18.94960686,-1.015298661,-8.814836415,-1.434338852
4.96E+10,-10.7565032,-1.96997835,-8.885560857,-1.69572804,-12.23009754,-1.297103897,-16.31103574,-1.105669945,-18.14977335,-1.026071091,-8.735854607,-1.448290615
4.97E+10,-10.52794456,-2.062893198,-8.722731767,-1.717977743,-11.95446427,-1.298146771,-15.93525687,-1.111528915,-17.5209928,-1.040654101,-8.658697155,-1.462193764
4.98E+10,-10.23781678,-2.136317799,-8.574015318,-1.744094729,-11.68887902,-1.306722867,-15.62341921,-1.116920446,-17.06350993,-1.066927354,-8.583365462,-1.476036026
4.99E+10,-10.36352962,-2.196177324,-8.441612871,-1.77561984,-11.44489274,-1.324923877,-15.36632308,-1.122133461,-16.5282361,-1.051879714,-8.509859882,-1.489805007
5.00E+10,-10.57553888,-2.229783996,-8.329096875,-1.814534722,-11.22903036,-1.349960539,-15.15475007,-1.127769836,-15.99580922,-1.058754675,-8.438179778,-1.503488205
5.01E+10,-10.46024552,-2.261387368,-8.242735542,-1.862574809,-11.04792744,-1.379431629,-14.98027385,-1.134913172,-15.53494101,-1.070530473,-8.36832357,-1.517073026
5.02E+10,-10.78094953,-2.227502914,-8.193995397,-1.919159115,-10.90669216,-1.412276439,-14.83572064,-1.145297723,-15.13847408,-1.085068444,-8.300288804,-1.530546795
5.03E+10,-10.76003569,-2.256521967,-8.202375174,-1.977762891,-10.80830219,-1.448381601,-14.71536565,-1.161327117,-14.7948887,-1.103115516,-8.234072208,-1.543896774
5.04E+10,-10.748151,-2.282809408,-8.286231994,-2.024871202,-10.75358561,-1.488107699,-14.61498157,-1.185624688,-14.4957608,-1.125734522,-8.169669763,-1.557110176
5.05E+10,-10.99815005,-2.290074621,-8.407788759,-2.050162438,-10.74126895,-1.531720955,-14.53187259,-1.21975069,-14.23500432,-1.153554714,-8.107076768,-1.570174179
5.06E+10,-11.36411535,-2.304809696,-8.476128808,-2.064325721,-10.76769064,-1.578315513,-14.46513333,-1.262252426,-14.00814565,-1.185697142,-8.046287919,-1.583075941
5.07E+10,-11.33646696,-2.335721614,-8.546010126,-2.105745755,-10.82586141,-1.623717547,-14.41706678,-1.307417336,-13.81200727,-1.218693497,-7.987297375,-1.595802616
5.08E+10,-11.48743182,-2.388559651,-8.70963827,-2.185698153,-10.90380247,-1.657866653,-14.40357682,-1.346467788,-13.64461396,-1.246948067,-7.930098842,-1.608341367
5.09E+10,-11.69872401,-2.441160694,-8.869714314,-2.113355407,-10.98305698,-1.665976773,-14.76898737,-1.370878928,-13.50502645,-1.265674827,-7.874685646,-1.620679381
5.10E+10,-12.01085195,-2.487163231,-8.877375973,-1.963775049,-11.04048281,-1.639561776,-14.24318449,-1.375370477,-13.39260648,-1.273816362,-7.821050817,-1.632803884
5.11E+10,-12.00294526,-2.567541928,-8.78902344,-1.871416503,-11.05782908,-1.588088133,-14.26720978,-1.359125656,-13.30549607,-1.273778416,-7.769187166,-1.644702157
5.12E+10,-12.30801696,-2.632098286,-8.712912765,-1.815164988,-11.03686796,-1.531204914,-14.2996345,-1.325771519,-13.23962767,-1.269011416,-7.719087369,-1.656361549
5.13E+10,-12.64987908,-2.676153424,-8.685806229,-1.775913621,-11.00395876,-1.482285619,-14.35223619,-1.282528537,-13.19015839,-1.262234504,-7.670744051,-1.667769492
5.14E+10,-12.38718022,-2.751020845,-8.707431167,-1.745658223,-10.99357849,-1.444665138,-14.4312317,-1.238088907,-13.15397251,-1.255030799,-7.624149868,-1.678913515
5.15E+10,-12.29757704,-2.771442515,-8.770331182,-1.721249897,-11.02807746,-1.416513604,-14.5414863,-1.199612317,-13.13031631,-1.248121312,-7.579297589,-1.689781258
5.16E+10,-12.40354441,-2.813276648,-8.868420627,-1.701776549,-11.11282128,-1.394901827,-14.6873225,-1.170653173,-13.11977343,-1.241726786,-7.536180183,-1.70036049
5.17E+10,-12.23013211,-2.789563227,-8.999037862,-1.687381708,-11.24298851,-1.377356218,-14.87252985,-1.151227431,-13.12327822,-1.235822732,-7.494790899,-1.710639118
5.18E+10,-11.91943179,-2.823661986,-9.165290798,-1.6777289,-11.41091615,-1.362126533,-15.10015534,-1.139303147,-13.14171385,-1.230284224,-7.455123351,-1.720605206
5.19E+10,-11.83684516,-2.805303626,-9.380357865,-1.669221234,-11.60989487,-1.348062835,-15.37223335,-1.132319866,-13.17586019,-1.224959224,-7.417171601,-1.730246985
5.20E+10,-11.41183256,-2.791019493,-9.657706392,-1.654608201,-11.83528779,-1.334441447,-15.68952687,-1.128055694,-13.22644556,-1.2197027,-7.380930238,-1.739552869
5.21E+10,-11.26847922,-2.802299114,-9.962111525,-1.630052218,-12.08448863,-1.320826989,-16.05132134,-1.12490231,-13.2941999,-1.214391072,-7.346394462,-1.748511471
5.22E+10,-10.93579823,-2.754432085,-10.24670751,-1.599011715,-12.35657257,-1.306977826,-16.45528715,-1.121830196,-13.37988477,-1.208927355,-7.313560163,-1.757111613
5.23E+10,-10.93608083,-2.765899238,-10.52735597,-1.566386093,-12.6519649,-1.29278449,-16.89739706,-1.118254759,-13.48430167,-1.2032422,-7.282423999,-1.765342343
5.24E+10,-10.92121091,-2.729465211,-10.82793536,-1.534671832,-12.97221011,-1.278230128,-17.37185093,-1.113902502,-13.60828464,-1.197293293,-7.252983474,-1.773192948
5.25E+10,-10.97125546,-2.735413573,-11.15826076,-1.504538186,-13.31984113,-1.263365031,-17.8709273,-1.108707849,-13.75268242,-1.191064257,-7.225237017,-1.780652967
5.26E+10,-11.03570391,-2.644034782,-11.52230408,-1.475964442,-13.69832906,-1.248289963,-18.38464965,-1.102742002,-13.91833425,-1.184563519,-7.199184054,-1.787712204
5.27E+10,-11.24609065,-2.563257541,-11.92307247,-1.448786511,-14.11209454,-1.233144964,-18.90012877,-1.096166564,-14.10604229,-1.177823304,-7.174825084,-1.794360744
5.28E+10,-11.39641961,-2.46618138,-12.36412022,-1.422870968,-14.56656719,-1.21810151,-19.4004447,-1.089204074,-14.31654318,-1.170898796,-7.152161751,-1.800588966
5.29E+10,-11.36170856,-2.42048382,-12.85002091,-1.398149707,-15.06828476,-1.203356712,-19.86309818,-1.082119336,-14.55048111,-1.163867418,-7.131196914,-1.806387555
5.30E+10,-11.60444511,-2.363367198,-13.38660509,-1.374613975,-15.62502651,-1.189128695,-20.25898108,-1.075207306,-14.80838437,-1.156828166,-7.111934721,-1.811747516
5.31E+10,-11.74690992,-2.305828077,-13.98118746,-1.352300302,-16.24597659,-1.175652606,-20.55687808,-1.068784772,-15.09064726,-1.149900954,-7.09438067,-1.81666019
5.32E+10,-11.42406427,-2.311479854,-14.64284836,-1.331277303,-16.94190822,-1.163176905,-20.75401152,-1.063184085,-15.39751889,-1.143225886,-7.078541683,-1.821117261
5.33E+10,-11.49432419,-2.286868932,-15.38279179,-1.31163504,-17.72536322,-1.151959707,-20.99235165,-1.058747878,-15.72909973,-1.136962398,-7.064426168,-1.825110779
5.34E+10,-11.41461309,-2.274923474,-16.21477822,-1.293476714,-18.61075088,-1.142265041,-21.75858976,-1.055824153,-16.08534648,-1.131288221,-7.052044083,-1.828633164
5.35E+10,-11.73605802,-2.250174635,-17.15557928,-1.276912107,-19.61415261,-1.134358956,-23.51271977,-1.054761378,-16.46608489,-1.12639812,-7.041407002,-1.831677226
5.36E+10,-12.0079699,-2.223308235,-18.22524086,-1.262052248,-20.75224476,-1.128505451,-25.73768824,-1.055903459,-16.87102984,-1.122502352,-7.032528171,-1.834236173
5.37E+10,-12.80156799,-2.194426023,-19.44644884,-1.249004974,-22.03875027,-1.124962258,-27.68818953,-1.059584552,-17.29981151,-1.119824834,-7.025422574,-1.836303629
5.38E+10,-13.42731802,-2.131967289,-20.84078166,-1.237871143,-23.47423185,-1.123976533,-29.20037628,-1.06612377,-17.75200598,-1.118600971,-7.020106989,-1.837873643
5.39E+10,-14.43233701,-2.043764381,-22.41509668,-1.228741375,-25.01916457,-1.125780539,-30.38554737,-1.07581992,-18.22716896,-1.119075164,-7.016600045,-1.838940707
5.40E+10,-15.48170492,-1.979190032,-24.11910826,-1.221693271,-26.5335322,-1.130587421,-31.35552275,-1.088946411,-18.72487097,-1.121497972,-7.014922281,-1.839499765
,,,,,,,,,,,-7.015096201,-1.839546225
,,,,,,,,,,,-7.017146329,-1.839075979
,,,,,,,,,,,-7.021099262,-1.838085409
,,,,,,,,,,,-7.026983722,-1.836571402
,,,,,,,,,,,-7.03483061,-1.834531366
,,,,,,,,,,,-7.044673059,-1.831963239
,,,,,,,,,,,-7.056546478,-1.828865502
,,,,,,,,,,,-7.070488611,-1.825237194
,,,,,,,,,,,-7.086539581,-1.821077925
,,,,,,,,,,,-7.104741939,-1.816387885
,,,,,,,,,,,-7.12514072,-1.811167858
,,,,,,,,,,,-7.147783482,-1.805419236
,,,,,,,,,,,-7.172720366,-1.799144029
,,,,,,,,,,,-7.200004137,-1.792344879
,,,,,,,,,,,-7.22969024,-1.785025067
,,,,,,,,,,,-7.261836849,-1.777188531
,,,,,,,,,,,-7.296504917,-1.768839872
,,,,,,,,,,,-7.333758233,-1.759984366
,,,,,,,,,,,-7.373663476,-1.750627976
,,,,,,,,,,,-7.41629027,-1.740777363
,,,,,,,,,,,-7.461711248,-1.73043989
,,,,,,,,,,,-7.510002114,-1.719623638
,,,,,,,,,,,-7.561241708,-1.708337411
,,,,,,,,,,,-7.61551208,-1.696590747
,,,,,,,,,,,-7.672898571,-1.68439392
,,,,,,,,,,,-7.733489888,-1.671757954
,,,,,,,,,,,-7.797378205,-1.658694624
,,,,,,,,,,,-7.864659259,-1.645216465
,,,,,,,,,,,-7.935432458,-1.631336771
,,,,,,,,,,,-8.00980101,-1.617069607
,,,,,,,,,,,-8.087872051,-1.602429804
,,,,,,,,,,,-8.169756803,-1.587432964
,,,,,,,,,,,-8.255570737,-1.57209546
,,,,,,,,,,,-8.345433767,-1.556434436
,,,,,,,,,,,-8.439470457,-1.540467802
,,,,,,,,,,,-8.537810263,-1.524214234
,,,,,,,,,,,-8.640587798,-1.507693167
,,,,,,,,,,,-8.747943133,-1.490924786
,,,,,,,,,,,-8.860022132,-1.473930023
,,,,,,,,,,,-8.976976841,-1.456730543
,,,,,,,,,,,-9.098965907,-1.439348733
,,,,,,,,,,,-9.226155066,-1.421807688
,,,,,,,,,,,-9.358717688,-1.404131196
,,,,,,,,,,,-9.496835384,-1.386343718
,,,,,,,,,,,-9.640698702,-1.368470368
,,,,,,,,,,,-9.790507901,-1.350536893
,,,,,,,,,,,-9.946473827,-1.332569646
,,,,,,,,,,,-10.10881891,-1.314595556
,,,,,,,,,,,-10.27777825,-1.296642103
,,,,,,,,,,,-10.45360093,-1.278737283
,,,,,,,,,,,-10.63655137,-1.260909571
,,,,,,,,,,,-10.82691098,-1.243187886
,,,,,,,,,,,-11.02497997,-1.225601552
,,,,,,,,,,,-11.23107938,-1.208180248
,,,,,,,,,,,-11.44555343,-1.190953969
,,,,,,,,,,,-11.6687722,-1.173952972
,,,,,,,,,,,-11.9011346,-1.157207731
,,,,,,,,,,,-12.14307181,-1.140748874
,,,,,,,,,,,-12.39505124,-1.124607133
,,,,,,,,,,,-12.65758098,-1.108813283
,,,,,,,,,,,-12.93121496,-1.093398078
,,,,,,,,,,,-13.21655884,-1.078392185
,,,,,,,,,,,-13.51427685,-1.063826123
,,,,,,,,,,,-13.82509959,-1.049730187
,,,,,,,,,,,-14.14983312,-1.036134376
,,,,,,,,,,,-14.48936942,-1.023068322
,,,,,,,,,,,-14.84469858,-1.01056121
,,,,,,,,,,,-15.21692278,-0.998641699
,,,,,,,,,,,-15.60727267,-0.987337838
,,,,,,,,,,,-16.01712601,-0.976676984
,,,,,,,,,,,-16.44802926,-0.966685707
,,,,,,,,,,,-16.90172195,-0.957389707
,,,,,,,,,,,-17.38016379,-0.948813709
,,,,,,,,,,,-17.88556398,-0.940981369
,,,,,,,,,,,-18.4204108,-0.933915165
,,,,,,,,,,,-18.98749791,-0.927636283
,,,,,,,,,,,-19.58993979,-0.9221645
,,,,,,,,,,,-20.23116165,-0.917518051
,,,,,,,,,,,-20.91483582,-0.913713487
,,,,,,,,,,,-21.64471149,-0.910765522
,,,,,,,,,,,-22.42423725,-0.908686861
,,,,,,,,,,,-23.25578884,-0.907488002
,,,,,,,,,,,-24.1391575,-0.907177026
,,,,,,,,,,,-25.06869893,-0.907759351
,,,,,,,,,,,-26.02822114,-0.909237454
,,,,,,,,,,,-26.98265655,-0.911610554
,,,,,,,,,,,-27.86717413,-0.914874257
,,,,,,,,,,,-28.58055693,-0.919020147
,,,,,,,,,,,-29.00050037,-0.924035325
,,,,,,,,,,,-29.03553249,-0.929901896
,,,,,,,,,,,-28.68382581,-0.936596393
,,,,,,,,,,,-28.03451609,-0.944089151
,,,,,,,,,,,-27.20987228,-0.952343636
,,,,,,,,,,,-26.31226693,-0.961315738
,,,,,,,,,,,-25.40772093,-0.970953068
,,,,,,,,,,,-24.53211898,-0.981194287
,,,,,,,,,,,-23.70211877,-0.991968531
,,,,,,,,,,,-22.92359829,-1.003195004
,,,,,,,,,,,-22.19686644,-1.014782843
,,,,,,,,,,,-21.51957596,-1.026631368
,,,,,,,,,,,-20.88826995,-1.038630863
,,,,,,,,,,,-20.2991732,-1.050664023
,,,,,,,,,,,-19.74857958,-1.06260821
,,,,,,,,,,,-19.23302763,-1.074338625
,,,,,,,,,,,-18.74936692,-1.08573242
,,,,,,,,,,,-18.29476947,-1.0966737
,,,,,,,,,,,-17.86671502,-1.107059212
,,,,,,,,,,,-17.46296506,-1.11680436
,,,,,,,,,,,-17.08153327,-1.125849042
,,,,,,,,,,,-16.72065633,-1.134162682
,,,,,,,,,,,-16.37876675,-1.141747778
,,,,,,,,,,,-16.05446841,-1.148641388
,,,,,,,,,,,-15.74651505,-1.154914122
,,,,,,,,,,,-15.45379143,-1.160666528
,,,,,,,,,,,-15.17529706,-1.166023116
,,,,,,,,,,,-14.91013205,-1.171124565
,,,,,,,,,,,-14.65748499,-1.176118937
,,,,,,,,,,,-14.41662237,-1.181152807
,,,,,,,,,,,-14.1868795,-1.186363182
,,,,,,,,,,,-13.96765265,-1.191870872
,,,,,,,,,,,-13.75839214,-1.197775754
,,,,,,,,,,,-13.55859645,-1.204154029
,,,,,,,,,,,-13.36780697,-1.211057375
,,,,,,,,,,,-13.18560346,-1.218513682
,,,,,,,,,,,-13.01160006,-1.226528987
,,,,,,,,,,,-12.84544176,-1.235090192
,,,,,,,,,,,-12.68680133,-1.244168182
,,,,,,,,,,,-12.53537653,-1.253721044
,,,,,,,,,,,-12.3908877,-1.263697147
,,,,,,,,,,,-12.2530756,-1.274037947
,,,,,,,,,,,-12.12169945,-1.284680424
,,,,,,,,,,,-11.9965352,-1.295559127
,,,,,,,,,,,-11.87737401,-1.306607835
,,,,,,,,,,,-11.76402082,-1.317760862
,,,,,,,,,,,-11.65629312,-1.328954054
,,,,,,,,,,,-11.55401978,-1.34012552
,,,,,,,,,,,-11.45704007,-1.35121615
,,,,,,,,,,,-11.36520269,-1.362169961
,,,,,,,,,,,-11.27836495,-1.372934307
,,,,,,,,,,,-11.19639199,-1.383459994
,,,,,,,,,,,-11.11915607,-1.393701317
,,,,,,,,,,,-11.04653597,-1.403616044
,,,,,,,,,,,-10.97841634,-1.41316537
,,,,,,,,,,,-10.91468723,-1.422313844
,,,,,,,,,,,-10.85524358,-1.431029284
,,,,,,,,,,,-10.79998475,-1.439282689
,,,,,,,,,,,-10.74881413,-1.447048145
,,,,,,,,,,,-10.70163878,-1.454302744
,,,,,,,,,,,-10.65836902,-1.4610265
,,,,,,,,,,,-10.6189182,-1.467202273
,,,,,,,,,,,-10.58320234,-1.472815706
,,,,,,,,,,,-10.55113988,-1.477855165
,,,,,,,,,,,-10.52265145,-1.482311687
,,,,,,,,,,,-10.49765962,-1.48617894
,,,,,,,,,,,-10.47608871,-1.489453184
,,,,,,,,,,,-10.45786459,-1.492133241
,,,,,,,,,,,-10.4429145,-1.494220469
,,,,,,,,,,,-10.43116691,-1.495718745
,,,,,,,,,,,-10.42255132,-1.496634446
,,,,,,,,,,,-10.41699821,-1.496976436
,,,,,,,,,,,-10.41443883,-1.496756054
,,,,,,,,,,,-10.41480513,-1.495987103
,,,,,,,,,,,-10.41802966,-1.494685843
,,,,,,,,,,,-10.42404544,-1.492870977
,,,,,,,,,,,-10.43278591,-1.490563642
,,,,,,,,,,,-10.44418483,-1.487787397
,,,,,,,,,,,-10.4581762,-1.484568203
,,,,,,,,,,,-10.47469423,-1.480934407
,,,,,,,,,,,-10.49367322,-1.476916716
,,,,,,,,,,,-10.51504754,-1.472548168
,,,,,,,,,,,-10.5387516,-1.467864102
,,,,,,,,,,,-10.56471975,-1.46290211
,,,,,,,,,,,-10.59288626,-1.457701996
,,,,,,,,,,,-10.62318531,-1.452305716
,,,,,,,,,,,-10.65555091,-1.446757316
,,,,,,,,,,,-10.68991689,-1.441102859
,,,,,,,,,,,-10.72621687,-1.435390341
,,,,,,,,,,,-10.76438422,-1.429669604
,,,,,,,,,,,-10.80435208,-1.423992226
,,,,,,,,,,,-10.84605328,-1.418411416
,,,,,,,,,,,-10.88942037,-1.412981884
,,,,,,,,,,,-10.93438556,-1.407759709
,,,,,,,,,,,-10.98088076,-1.402802192
,,,,,,,,,,,-11.02883755,-1.398167699
,,,,,,,,,,,-11.07818716,-1.393915494
,,,,,,,,,,,-11.12886048,-1.390105556
,,,,,,,,,,,-11.18078806,-1.386798397
,,,,,,,,,,,-11.23390013,-1.384054859
,,,,,,,,,,,-11.28812658,-1.381935904
,,,,,,,,,,,-11.34339699,-1.380502405
,,,,,,,,,,,-11.39964064,-1.37981492
,,,,,,,,,,,-11.45678655,-1.379933464
,,,,,,,,,,,-11.51476346,-1.380917274
,,,,,,,,,,,-11.57349993,-1.382824579
,,,,,,,,,,,-11.63292431,-1.385712356
,,,,,,,,,,,-11.69296481,-1.389636098
,,,,,,,,,,,-11.75354956,-1.394649576
,,,,,,,,,,,-11.81460664,-1.400804609
,,,,,,,,,,,-11.87606413,-1.408150838
,,,,,,,,,,,-11.93785022,-1.416735507
