W_50 [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []",im(Gamma(1:1)) [],re(Gamma(1:1)) [],re(Zo(1:1)) [],"ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.55,62,-11.79810807,-7.416835899,2157.695029,5.629892052,113.5840869,-49.61375335,85.45035549
0.55,62.05,-11.68090917,-7.503131332,2159.924715,5.633235962,113.5663913,-52.63829203,84.07710618
0.55,62.1,-11.56371634,-7.596272912,2162.153924,5.636581829,113.5487761,-55.74817018,82.74696613
0.55,62.15,-11.44742554,-7.696365997,2164.382658,5.639929645,113.531241,-58.9457901,81.47723108
0.55,62.2,-11.33303161,-7.802647473,2166.610917,5.643279403,113.5137855,-62.23314684,80.28710117
0.55,62.25,-11.22162859,-7.913353715,2168.838704,5.646631097,113.4964094,-65.61168264,79.19563964
0.55,62.3,-11.11440647,-8.025717213,2171.06602,5.649984718,113.4791123,-69.08213042,78.21938135
0.55,62.35,-11.01264349,-8.136111747,2173.292866,5.653340261,113.461894,-72.6443493,77.37000502
0.55,62.4,-10.91769284,-8.240331277,2175.519243,5.656697718,113.4447541,-76.29715783,76.65251859
0.55,62.45,-10.83096316,-8.333954434,2177.745155,5.660057082,113.4276922,-80.03817295,76.06430596
0.55,62.5,-10.75389241,-8.412727098,2179.9706,5.663418345,113.4107081,-83.86366543,75.59517657
0.55,62.55,-10.68791493,-8.472896551,2182.195583,5.666781502,113.3938015,-87.7684445,75.22832343
0.55,62.6,-10.63442253,-8.511449636,2184.420102,5.670146546,113.376972,-91.74578583,74.94191266
0.55,62.65,-10.5947209,-8.526235374,2186.644161,5.673513468,113.3602193,-95.78741637,74.71094803
0.55,62.7,-10.56998344,-8.515979045,2188.867761,5.676882264,113.3435431,-99.88356798,74.50907877
0.55,62.75,-10.56120552,-8.480212814,2191.090903,5.680252925,113.3269431,-104.023107,74.31011336
0.55,62.8,-10.56916241,-8.419155276,2193.313589,5.683625446,113.310419,-108.1937411,74.08911984
